Dummy ID,Date of Txn,Transaction type,Amount
69108136,01Aug2017,D,260
60726898,01Aug2017,C,7000
59340964,01Aug2017,D,30000
58547944,01Aug2017,C,1100
43610884,01Aug2017,D,2500
36570472,01Aug2017,C,12450
29293384,01Aug2017,D,2500
28568482,01Aug2017,C,726150
28075636,01Aug2017,C,10330
26746216,01Aug2017,C,8
25999024,01Aug2017,C,10000
24875986,01Aug2017,C,5000
24469330,01Aug2017,D,9505
23596942,01Aug2017,C,409763
23050588,01Aug2017,D,5000
166743694,02Aug2017,D,200
145428274,02Aug2017,D,29736
132335458,02Aug2017,D,13000
116817934,02Aug2017,D,2417
111479668,02Aug2017,C,8500
94347034,02Aug2017,D,2000
93339160,02Aug2017,D,193
82897450,02Aug2017,D,991
76655932,02Aug2017,C,13860
72568018,02Aug2017,D,14516
71052520,02Aug2017,C,10
63855640,02Aug2017,D,10000
60769648,02Aug2017,C,82000
55330816,02Aug2017,D,49416
48035284,02Aug2017,D,14739
29622010,02Aug2017,D,3721
29255422,02Aug2017,D,807
26976844,02Aug2017,D,7590
24131146,02Aug2017,C,4000
214186426,03Aug2017,D,24800
157358362,03Aug2017,D,50
153252718,03Aug2017,D,2827
147720412,03Aug2017,C,100000
145107184,03Aug2017,D,260000
140322232,03Aug2017,C,100
131645008,03Aug2017,D,5000
131368450,03Aug2017,D,200146
131176222,03Aug2017,C,300000
125360056,03Aug2017,D,251
122095324,03Aug2017,C,1
121920580,03Aug2017,C,10000
109892998,03Aug2017,D,380
82574734,03Aug2017,D,700
54898324,03Aug2017,D,1498
54698128,03Aug2017,C,2375
50149120,03Aug2017,D,10000
36458266,03Aug2017,C,6000
26106460,03Aug2017,D,1000
23315236,03Aug2017,D,7812
23161174,03Aug2017,D,1195
22513540,03Aug2017,C,20000
214186426,04Aug2017,D,29800
166775638,04Aug2017,C,9000
157176976,04Aug2017,C,8000
147302938,04Aug2017,D,5000
142311172,04Aug2017,C,5000
138127702,04Aug2017,D,50
131452756,04Aug2017,D,38
128506444,04Aug2017,C,3356
125444086,04Aug2017,C,193300
111177820,04Aug2017,D,121
97475062,04Aug2017,C,3186
91393798,04Aug2017,D,2500
87607630,04Aug2017,D,23501
77560126,04Aug2017,D,500000
76245316,04Aug2017,D,17640
69940288,04Aug2017,D,400
66415072,04Aug2017,D,4000
61533934,04Aug2017,D,15000
54547102,04Aug2017,C,98000
53880112,04Aug2017,D,259
36040246,04Aug2017,D,102659
35589826,04Aug2017,D,329
32269114,04Aug2017,C,47900
22519126,04Aug2017,C,10000
208267330,05Aug2017,C,40000
166889290,05Aug2017,D,4000
146278564,05Aug2017,D,500000
136928476,05Aug2017,D,5252
133202200,05Aug2017,C,18288
129268402,05Aug2017,D,2000
128704924,05Aug2017,D,288000
126207808,05Aug2017,D,5750
118426588,05Aug2017,D,350
117298582,05Aug2017,D,11409
115254670,05Aug2017,D,34000
108314680,05Aug2017,D,1378
96615334,05Aug2017,C,1566
95583226,05Aug2017,D,7548
93843478,05Aug2017,D,500
87383848,05Aug2017,D,20000
81630772,05Aug2017,C,2079
71717596,05Aug2017,D,246505
49299706,05Aug2017,D,30000
38706730,05Aug2017,D,487
37606516,05Aug2017,D,6912
31932832,05Aug2017,C,50000
30553198,05Aug2017,D,10000
26129038,05Aug2017,D,2254
22601578,05Aug2017,C,30000
22545748,05Aug2017,D,136846
149312932,06Aug2017,D,5000
123405640,06Aug2017,D,1200
113909482,06Aug2017,C,12000
94011928,06Aug2017,D,10000
90324046,06Aug2017,D,200
84784276,06Aug2017,D,25000
40001140,06Aug2017,D,310
26827504,06Aug2017,D,2500
189913132,07Aug2017,C,2500
157171204,07Aug2017,D,2500
145927576,07Aug2017,D,10000
124075462,07Aug2017,D,92500
123594730,07Aug2017,D,231
117227698,07Aug2017,D,100282
112652368,07Aug2017,D,3500
92479996,07Aug2017,D,10000
87272494,07Aug2017,C,38277
84424276,07Aug2017,C,8500
76900372,07Aug2017,D,1769
59508928,07Aug2017,D,1000
53236924,07Aug2017,C,11038
52376470,07Aug2017,D,11540
30078202,07Aug2017,D,1500
166860142,08Aug2017,D,1000
145357930,08Aug2017,C,196464
141258292,08Aug2017,C,10000
139729096,08Aug2017,D,3000
134434624,08Aug2017,D,1180
129408490,08Aug2017,D,106
126587368,08Aug2017,C,16500
118409164,08Aug2017,D,4000
118258048,08Aug2017,D,1900
111646888,08Aug2017,D,400
104611648,08Aug2017,C,468
100113238,08Aug2017,D,2000
98575222,08Aug2017,C,25400
80924920,08Aug2017,D,1000
76339636,08Aug2017,D,150000
71067580,08Aug2017,C,24090
70064602,08Aug2017,D,96877
57565450,08Aug2017,D,2117
30736408,08Aug2017,C,20000
27161686,08Aug2017,C,14700
24889588,08Aug2017,D,25000
22571866,08Aug2017,C,100000
170482918,09Aug2017,D,4000
166518256,09Aug2017,D,13520
149665678,09Aug2017,D,14675
149403724,09Aug2017,D,10000
147309016,09Aug2017,D,2000
136776340,09Aug2017,D,1300
132347746,09Aug2017,C,29120
110785636,09Aug2017,D,2700
106345546,09Aug2017,C,4095
105524236,09Aug2017,D,46700
77934400,09Aug2017,D,12683
69131566,09Aug2017,D,383280
68020972,09Aug2017,D,23250
58465162,09Aug2017,D,1100
52209076,09Aug2017,D,3887
43652488,09Aug2017,C,2
41382496,09Aug2017,D,67906
29538124,09Aug2017,D,45
26496166,09Aug2017,D,399
145637788,10Aug2017,D,1500
143068672,10Aug2017,C,253040
141135232,10Aug2017,D,500
126585736,10Aug2017,C,107300
121233262,10Aug2017,D,260
102197362,10Aug2017,D,954
101895622,10Aug2017,D,5000
99685936,10Aug2017,D,1000
86334010,10Aug2017,D,2187
77754268,10Aug2017,D,37439
71714602,10Aug2017,C,7000
70907080,10Aug2017,C,25740
53593498,10Aug2017,D,10000
46892200,10Aug2017,D,11000
39232264,10Aug2017,D,12000
37493188,10Aug2017,D,9983
37350046,10Aug2017,C,1
31491394,10Aug2017,D,2406
31071922,10Aug2017,D,73200
25609240,10Aug2017,D,4500
25568308,10Aug2017,C,47000
24052876,10Aug2017,C,250
22708282,10Aug2017,D,20006
22533172,10Aug2017,C,120366
214186426,11Aug2017,D,29800
141589324,11Aug2017,D,400
138949438,11Aug2017,D,522
129677056,11Aug2017,D,1705
128276590,11Aug2017,D,2000
115399198,11Aug2017,D,200
112317034,11Aug2017,D,4895
103683100,11Aug2017,C,1200
101640340,11Aug2017,C,15520
93842992,11Aug2017,D,581
87978970,11Aug2017,C,21286
68992294,11Aug2017,C,62
63508570,11Aug2017,D,5607
59457448,11Aug2017,D,32500
29108392,11Aug2017,C,50000
27848596,11Aug2017,D,1000
25381642,11Aug2017,D,65000
166762960,12Aug2017,D,604
149090392,12Aug2017,D,200
131646610,12Aug2017,D,1247
129679318,12Aug2017,D,200
128702152,12Aug2017,D,1000
120045898,12Aug2017,D,275
115512244,12Aug2017,D,825
109156660,12Aug2017,D,500
104753848,12Aug2017,D,870
104124826,12Aug2017,D,28
102562432,12Aug2017,C,1000
101511622,12Aug2017,D,280
94605640,12Aug2017,D,1000
85430560,12Aug2017,D,2000
60881404,12Aug2017,C,1200
49201246,12Aug2017,D,350
31957540,12Aug2017,D,4121
23558044,12Aug2017,D,2000
125711878,13Aug2017,C,400
118824376,13Aug2017,D,3000
117439612,13Aug2017,D,1000
79896028,13Aug2017,D,20000
49669900,13Aug2017,D,1000
37783858,13Aug2017,D,3012
32078650,13Aug2017,D,673
30950128,13Aug2017,D,3660
23823232,13Aug2017,D,30000
166875346,14Aug2017,C,1
166759246,14Aug2017,C,875
166338706,14Aug2017,D,2619
135065110,14Aug2017,C,21952
134067838,14Aug2017,C,1500000
128505208,14Aug2017,C,1750
127292872,14Aug2017,D,19925
123523126,14Aug2017,D,50
104872168,14Aug2017,C,2666
102568678,14Aug2017,D,49
101295370,14Aug2017,D,70
99521470,14Aug2017,D,480
87240586,14Aug2017,D,14167
75094366,14Aug2017,C,4
65572522,14Aug2017,D,9060
30726526,14Aug2017,C,272329
30144478,14Aug2017,C,2384
26794150,14Aug2017,D,3408
24904558,14Aug2017,D,898
22879246,14Aug2017,D,4500
104054806,15Aug2017,D,7000
91723330,15Aug2017,D,2000
82899220,15Aug2017,D,123
78543874,15Aug2017,D,399
73922938,15Aug2017,C,10000
44826664,15Aug2017,D,6097
38963158,15Aug2017,D,250000
26852590,15Aug2017,D,5000
23952802,15Aug2017,C,15554
214186426,16Aug2017,C,20890
190126516,16Aug2017,C,11911
187757014,16Aug2017,D,8700
164275978,16Aug2017,C,1
146592430,16Aug2017,D,49000
146285212,16Aug2017,D,1000
138289690,16Aug2017,C,29285
135143524,16Aug2017,C,2
126691048,16Aug2017,C,11056
113668612,16Aug2017,D,45520
112046176,16Aug2017,D,2000
102496138,16Aug2017,C,4120
95923450,16Aug2017,D,10000
85796812,16Aug2017,C,16000
83157286,16Aug2017,C,40124
73137856,16Aug2017,D,1000
67008190,16Aug2017,D,10000
64418398,16Aug2017,D,78410
60228232,16Aug2017,C,5000
40961554,16Aug2017,C,40000
39345676,16Aug2017,C,4485
30476692,16Aug2017,D,12000
28798102,16Aug2017,C,45480
28549774,16Aug2017,C,5257
28549774,16Aug2017,C,3073
28528312,16Aug2017,D,2310
27434662,16Aug2017,C,20600
27349186,16Aug2017,D,331
26544316,16Aug2017,D,7080
26129176,16Aug2017,D,17900
24515968,16Aug2017,D,10000
23168512,16Aug2017,D,571
167000986,17Aug2017,C,829676
147843508,17Aug2017,D,32600
144839038,17Aug2017,D,10000
144760018,17Aug2017,D,200000
140339056,17Aug2017,D,10000
135153682,17Aug2017,D,2300000
111963196,17Aug2017,D,45286
91743844,17Aug2017,D,500
91092166,17Aug2017,C,51000
80874448,17Aug2017,C,11
75586234,17Aug2017,D,3500
71885512,17Aug2017,D,2500
63287968,17Aug2017,D,19358
55814470,17Aug2017,D,75457
25386826,17Aug2017,D,1061
22540906,17Aug2017,C,82490
22517500,17Aug2017,C,8388
111963196,18Aug2017,D,28008
103397410,18Aug2017,C,382
94872688,18Aug2017,C,1000
90908134,18Aug2017,D,500
88975072,18Aug2017,D,2000
86704630,18Aug2017,D,4500
83495638,18Aug2017,D,6000
76875958,18Aug2017,C,223
63677428,18Aug2017,D,100
50882248,18Aug2017,C,20
32136532,18Aug2017,D,13190
31669426,18Aug2017,D,2139
29093422,18Aug2017,D,12
28540888,18Aug2017,D,25000
27186286,18Aug2017,D,3455
25159126,18Aug2017,D,730798
22507816,18Aug2017,D,110000
228273640,19Aug2017,D,10000
152889538,19Aug2017,C,26
136518604,19Aug2017,C,30000
134161558,19Aug2017,D,13000
129301762,19Aug2017,C,5000
119786242,19Aug2017,D,1000
119385616,19Aug2017,D,150
107887738,19Aug2017,D,10
96488098,19Aug2017,C,199982
95431882,19Aug2017,C,4571
94942588,19Aug2017,D,290000
87487762,19Aug2017,C,100000
79805302,19Aug2017,D,100
78485362,19Aug2017,D,10000
73762360,19Aug2017,C,40000
31937590,19Aug2017,C,40000
28039606,19Aug2017,C,95975
26108368,19Aug2017,C,616
147569566,20Aug2017,D,113
142085692,20Aug2017,D,949
134430190,20Aug2017,D,200
98269546,20Aug2017,D,50
90563884,20Aug2017,C,4498
79166392,20Aug2017,D,999
66633814,20Aug2017,D,1000
43658092,20Aug2017,D,2000
30532162,20Aug2017,D,6000
190017370,21Aug2017,D,5842
167183038,21Aug2017,D,500
152718148,21Aug2017,C,13500
146077798,21Aug2017,D,3000
139657504,21Aug2017,D,10000
118746370,21Aug2017,C,17215
107507314,21Aug2017,D,10000
102814840,21Aug2017,C,2000
84036250,21Aug2017,C,177000
70141912,21Aug2017,D,200
54181738,21Aug2017,C,35754
53930350,21Aug2017,D,172406
51014968,21Aug2017,D,1000
48811660,21Aug2017,D,1000
46133140,21Aug2017,C,6512
32238712,21Aug2017,C,108000
29489488,21Aug2017,D,6430
26803564,21Aug2017,D,1330000
26453086,21Aug2017,D,720000
22497856,21Aug2017,C,7674
214186426,22Aug2017,D,29800
189999154,22Aug2017,C,11484
147310942,22Aug2017,C,5
145970194,22Aug2017,D,10000
143526262,22Aug2017,D,5000
140345464,22Aug2017,D,48006
121124140,22Aug2017,C,100000
113466694,22Aug2017,D,151695
102568036,22Aug2017,D,8998
96046540,22Aug2017,D,200
90746566,22Aug2017,C,844
83157088,22Aug2017,D,3540
50443348,22Aug2017,D,0
29896198,22Aug2017,C,8000
27755830,22Aug2017,D,48000
26268556,22Aug2017,C,20151
23150932,22Aug2017,C,264658
214186426,23Aug2017,D,24800
214186426,23Aug2017,C,24800
153149956,23Aug2017,D,9945
140980336,23Aug2017,C,10000
140477758,23Aug2017,C,10000
138138958,23Aug2017,D,1
133546258,23Aug2017,C,450
132106204,23Aug2017,C,700000
129176464,23Aug2017,D,500
127639426,23Aug2017,C,21100
119102314,23Aug2017,D,2000
117479062,23Aug2017,C,77185
116999944,23Aug2017,D,1000
112939018,23Aug2017,D,250000
77636482,23Aug2017,C,347130
73223854,23Aug2017,D,350
69138772,23Aug2017,C,5000
50098828,23Aug2017,C,60000
47258944,23Aug2017,C,4500
46880260,23Aug2017,C,15000
42022852,23Aug2017,D,25000
31828060,23Aug2017,D,99249
31453504,23Aug2017,D,136
29732698,23Aug2017,D,5000
28944052,23Aug2017,C,30000
24487138,23Aug2017,C,55194
24481426,23Aug2017,C,19626
24413704,23Aug2017,D,100000
24069796,23Aug2017,D,34
186707128,24Aug2017,C,4450
170555932,24Aug2017,D,18000
147813106,24Aug2017,D,500
141457048,24Aug2017,C,10000
136687510,24Aug2017,C,12520
128799646,24Aug2017,D,400
110495794,24Aug2017,C,8
104705236,24Aug2017,D,10000
101529388,24Aug2017,C,5380
101291404,24Aug2017,D,35
71885614,24Aug2017,C,108000
53009446,24Aug2017,D,55
50397484,24Aug2017,D,4517
49364818,24Aug2017,C,13
49293016,24Aug2017,D,1650
47980744,24Aug2017,D,5000
45586696,24Aug2017,C,306982
43828000,24Aug2017,D,213
40468684,24Aug2017,D,500
30351082,24Aug2017,C,150
27192028,24Aug2017,C,245700
25910782,24Aug2017,C,200000
25831372,24Aug2017,C,50000
25217884,24Aug2017,D,1711
25156276,24Aug2017,C,3000
25143076,24Aug2017,D,3187
22641118,24Aug2017,C,8295
214186426,25Aug2017,C,24800
146882206,25Aug2017,D,200
137562244,25Aug2017,C,1100000
128317654,25Aug2017,C,119150
113485828,25Aug2017,D,50000
111963196,25Aug2017,D,63710
103873372,25Aug2017,D,89
103066006,25Aug2017,D,370000
100963006,25Aug2017,D,3600
63890812,25Aug2017,C,20000
55970182,25Aug2017,C,710
53999992,25Aug2017,D,1600
24330304,25Aug2017,D,150000
140156770,26Aug2017,D,3500
125645332,26Aug2017,D,500
86337172,26Aug2017,D,420
79812316,26Aug2017,D,580
66782278,26Aug2017,D,580
55870018,26Aug2017,D,3000
30209032,26Aug2017,D,5000
25783408,26Aug2017,C,2000
25539988,26Aug2017,D,650
119712610,27Aug2017,D,10000
88477186,27Aug2017,D,247
219736612,28Aug2017,D,1664
214186426,28Aug2017,D,29800
156026956,28Aug2017,D,210
148261234,28Aug2017,D,50
132210178,28Aug2017,D,67624
117678850,28Aug2017,D,6000
111712072,28Aug2017,D,200
110657392,28Aug2017,D,1000
105436756,28Aug2017,D,100
104529016,28Aug2017,D,500
95214850,28Aug2017,D,50
89040418,28Aug2017,D,390
77934400,28Aug2017,D,100000
75078070,28Aug2017,C,680
74617042,28Aug2017,D,35000
73091884,28Aug2017,D,4000
66782380,28Aug2017,C,1200
65050852,28Aug2017,C,35971
37403074,28Aug2017,C,8894
36352102,28Aug2017,C,59904
24524260,28Aug2017,D,500000
22551328,28Aug2017,C,10000
166312924,29Aug2017,D,2500
157255486,29Aug2017,C,2
147443920,29Aug2017,D,12
147423736,29Aug2017,D,275
120482152,29Aug2017,D,500000
110923420,29Aug2017,D,3670
110075068,29Aug2017,C,194
102059512,29Aug2017,D,5000
100497694,29Aug2017,C,5883
57494158,29Aug2017,C,5000
47453890,29Aug2017,C,6
36311218,29Aug2017,D,12
29711386,29Aug2017,C,1197
29678128,29Aug2017,D,147997
28979866,29Aug2017,C,3795
23813482,29Aug2017,C,3627
22525210,29Aug2017,C,118921
144926092,30Aug2017,C,1000
132640030,30Aug2017,D,16477
128909740,30Aug2017,D,30000
128315062,30Aug2017,C,1
114962446,30Aug2017,D,100000
102454684,30Aug2017,C,10000
99606628,30Aug2017,C,19605
98099398,30Aug2017,D,1000
90745810,30Aug2017,D,10000
88400560,30Aug2017,C,18693
43716088,30Aug2017,D,1000
40317706,30Aug2017,C,20
32249368,30Aug2017,D,455
29884402,30Aug2017,D,47955
26743282,30Aug2017,D,600
223197592,31Aug2017,C,4351
149594092,31Aug2017,D,24141
134298142,31Aug2017,D,10000
133202200,31Aug2017,C,3068
122704486,31Aug2017,D,2500
113016124,31Aug2017,D,605332
111963196,31Aug2017,D,15021
111963196,31Aug2017,D,55000
111822574,31Aug2017,C,7000
104675512,31Aug2017,D,600
99614272,31Aug2017,C,18726
99404218,31Aug2017,C,549
94376320,31Aug2017,D,1500000
91717120,31Aug2017,D,2000
73688284,31Aug2017,D,504659
52659064,31Aug2017,D,196350
41917102,31Aug2017,C,100109
38886058,31Aug2017,D,50000
32094544,31Aug2017,C,4720
29621062,31Aug2017,C,41840
27115312,31Aug2017,D,295
26595178,31Aug2017,C,133069
25982920,31Aug2017,C,4000
25629112,31Aug2017,D,6897
23954842,31Aug2017,D,2832
214186426,01Sep2017,D,40800
166054726,01Sep2017,D,8000
146279422,01Sep2017,D,20000
142102528,01Sep2017,D,2500
137233942,01Sep2017,C,200000
132008968,01Sep2017,C,10000
130949380,01Sep2017,D,1000
126435142,01Sep2017,C,264680
111963196,01Sep2017,D,26450
91421428,01Sep2017,D,13602
91328782,01Sep2017,C,1748
75090670,01Sep2017,D,12800
73351342,01Sep2017,C,3500
71777572,01Sep2017,C,5000
68023150,01Sep2017,D,5000
65055682,01Sep2017,D,1000000
56104468,01Sep2017,D,10000
51502282,01Sep2017,D,294
50199040,01Sep2017,D,36832
45448504,01Sep2017,D,7871
45216340,01Sep2017,D,10000
40788424,01Sep2017,C,195180
31535950,01Sep2017,D,7100000
29013016,01Sep2017,C,6
28580446,01Sep2017,D,95032
28476172,01Sep2017,C,50000
25201870,01Sep2017,D,1307
24424708,01Sep2017,D,5000
23578606,01Sep2017,C,15000
22926316,01Sep2017,D,500000
141879928,02Sep2017,D,31000
130224136,02Sep2017,D,4000
125940166,02Sep2017,D,350
115676200,02Sep2017,D,500
104068630,02Sep2017,D,523
94943686,02Sep2017,D,1500
72521824,02Sep2017,D,358
39991342,02Sep2017,D,368
190399192,03Sep2017,D,2000
172511482,03Sep2017,D,100
147426934,03Sep2017,D,508
133914916,03Sep2017,D,579
100341112,03Sep2017,D,2000
82590514,03Sep2017,D,3002
80536558,03Sep2017,D,60
28641160,03Sep2017,D,10000
166653682,04Sep2017,D,1414
163049770,04Sep2017,D,1000
149402962,04Sep2017,D,0
144169918,04Sep2017,D,5500
139047244,04Sep2017,C,14000
138293194,04Sep2017,D,500000
135423928,04Sep2017,D,2000
134882290,04Sep2017,C,25000
130006216,04Sep2017,D,340906
125708866,04Sep2017,C,5000
117786676,04Sep2017,C,25000
112725634,04Sep2017,C,50000
104069128,04Sep2017,D,16800
96942670,04Sep2017,C,22391
89839222,04Sep2017,D,16500
89670832,04Sep2017,D,40000
60441268,04Sep2017,D,50000
54972064,04Sep2017,D,5000
48306586,04Sep2017,D,5750
47730580,04Sep2017,C,100
40514926,04Sep2017,D,494
39636682,04Sep2017,D,5052
36204070,04Sep2017,D,3700
31767172,04Sep2017,D,4500
31509262,04Sep2017,C,370000
28507048,04Sep2017,D,26860
27208846,04Sep2017,D,10927
26669284,04Sep2017,D,2000
26574562,04Sep2017,D,5080
22834960,04Sep2017,C,23620
178566028,05Sep2017,C,1800
150783640,05Sep2017,D,6000
143500960,05Sep2017,D,4000
135747850,05Sep2017,C,51946
130078876,05Sep2017,C,27324
111309688,05Sep2017,D,73860
100496518,05Sep2017,D,40000
91741060,05Sep2017,D,3000
91494940,05Sep2017,C,9860
86842222,05Sep2017,D,2000
78662170,05Sep2017,D,6336
72060724,05Sep2017,C,3400
70747408,05Sep2017,C,100000
40669768,05Sep2017,C,10000
35772646,05Sep2017,D,7770
34837774,05Sep2017,D,10000
30993916,05Sep2017,C,5431
30539662,05Sep2017,D,2500
27054046,05Sep2017,D,10618
25936108,05Sep2017,C,90886
25600576,05Sep2017,D,80000
25357600,05Sep2017,D,3706
25053046,05Sep2017,D,20000
23298862,05Sep2017,C,33880
214186426,06Sep2017,D,29800
133226728,06Sep2017,D,101230
127571014,06Sep2017,C,900
126096730,06Sep2017,D,500
108446734,06Sep2017,D,50
99438238,06Sep2017,D,480
98910592,06Sep2017,D,300000
55760680,06Sep2017,D,15000
50348854,06Sep2017,D,200
49608178,06Sep2017,D,100
42191788,06Sep2017,C,50000
31380274,06Sep2017,D,1000
31279240,06Sep2017,C,10000
29721886,06Sep2017,C,30000
26525092,06Sep2017,D,100000
23911522,06Sep2017,C,10000
214186426,07Sep2017,D,29800
208259422,07Sep2017,D,14480
166978084,07Sep2017,D,160
153409612,07Sep2017,D,337
149486920,07Sep2017,D,1060
149478538,07Sep2017,D,3000
138046168,07Sep2017,C,105213
137243020,07Sep2017,D,951248
134067838,07Sep2017,C,3098240
133886746,07Sep2017,D,2000000
131029126,07Sep2017,C,56000
128482360,07Sep2017,D,2000
126474160,07Sep2017,D,500
125091928,07Sep2017,C,50000
124078642,07Sep2017,D,1339
124072984,07Sep2017,D,3000
119382022,07Sep2017,D,16370
114375412,07Sep2017,D,2500
113898346,07Sep2017,D,8000
100967806,07Sep2017,D,110
90746200,07Sep2017,D,144
70987570,07Sep2017,D,200
69771148,07Sep2017,C,1800
58860454,07Sep2017,D,29332
44155456,07Sep2017,D,500
42824062,07Sep2017,D,10000
36403456,07Sep2017,C,10000
31527682,07Sep2017,D,567
28979698,07Sep2017,D,15000
28091650,07Sep2017,D,28796
26407786,07Sep2017,C,11000
26212804,07Sep2017,C,6000
26032558,07Sep2017,D,9339
26032558,07Sep2017,D,12012
22488772,07Sep2017,C,14705
212500072,08Sep2017,D,10000
208267330,08Sep2017,C,30000
156846310,08Sep2017,D,195
147179560,08Sep2017,D,33975
146385808,08Sep2017,C,18090
142517044,08Sep2017,D,10000
138046012,08Sep2017,D,6266
136783930,08Sep2017,D,600
132193390,08Sep2017,C,800
130864654,08Sep2017,C,44
113905522,08Sep2017,C,300000
112573360,08Sep2017,D,388
109974472,08Sep2017,D,260
90452188,08Sep2017,C,50000
88488550,08Sep2017,D,6000
77934400,08Sep2017,D,50039
70490218,08Sep2017,D,6290
61738726,08Sep2017,D,165
54860170,08Sep2017,D,11850
51125440,08Sep2017,C,21224
31622560,08Sep2017,D,5194
31251460,08Sep2017,D,10000
23528272,08Sep2017,D,799
149513338,09Sep2017,D,3002
134046484,09Sep2017,D,223
124589086,09Sep2017,D,50
116999986,09Sep2017,D,3600
114363964,09Sep2017,D,1500
82111786,09Sep2017,D,3792
77111680,09Sep2017,D,1676
72374488,09Sep2017,D,307
71771638,09Sep2017,D,1000
30854482,09Sep2017,C,14500
24536776,09Sep2017,D,35890
23376220,09Sep2017,D,329
132711718,10Sep2017,D,10000
122612776,10Sep2017,C,5000
95171068,10Sep2017,D,200
77421826,10Sep2017,D,500
64060954,10Sep2017,D,944
58539112,10Sep2017,D,1000
29125234,10Sep2017,D,1790
28412800,10Sep2017,D,4306
27973606,10Sep2017,D,50
22519150,10Sep2017,D,36546
214186426,11Sep2017,D,23200
214186426,11Sep2017,C,25100
166205608,11Sep2017,D,2000
134692024,11Sep2017,D,3479
129783130,11Sep2017,D,1000
129272164,11Sep2017,D,8366
124366786,11Sep2017,D,3100
100560538,11Sep2017,D,10000
96786700,11Sep2017,D,20000
86218228,11Sep2017,C,300000
84732358,11Sep2017,D,10000
80539546,11Sep2017,D,21177
79939390,11Sep2017,C,863
74978896,11Sep2017,C,2300
67152448,11Sep2017,C,3000
66740572,11Sep2017,C,10000
62427784,11Sep2017,D,7500
32244736,11Sep2017,C,60000
30787726,11Sep2017,D,125000
30153874,11Sep2017,C,13664
30034762,11Sep2017,C,1659
29435176,11Sep2017,D,90000
24796216,11Sep2017,C,773678
22532350,11Sep2017,C,3571
223898362,12Sep2017,D,314090
220600276,12Sep2017,C,5618
156718318,12Sep2017,C,600
147098440,12Sep2017,D,199
146070058,12Sep2017,D,400
137369050,12Sep2017,C,10000
111963196,12Sep2017,D,101464
111303874,12Sep2017,C,15000
108731254,12Sep2017,D,15772
105969106,12Sep2017,D,12534
105689938,12Sep2017,C,168775
96786700,12Sep2017,D,2000
94071070,12Sep2017,D,480
91337572,12Sep2017,C,18011
87861874,12Sep2017,D,10000
72972202,12Sep2017,D,36
65638918,12Sep2017,C,50000
31280026,12Sep2017,C,292513
29470696,12Sep2017,D,5412
26569858,12Sep2017,C,32783
23821006,12Sep2017,D,1300
22535518,12Sep2017,C,1243528
22515466,12Sep2017,D,6960
209338012,13Sep2017,C,5000
166052662,13Sep2017,D,300
157735522,13Sep2017,D,20000
147452686,13Sep2017,C,200000
134266042,13Sep2017,D,350
133225906,13Sep2017,C,1000
127124692,13Sep2017,D,640
123143122,13Sep2017,D,1000
114864952,13Sep2017,D,3000
103198210,13Sep2017,C,250
97845250,13Sep2017,D,315
97026604,13Sep2017,D,17000
86127646,13Sep2017,C,38564
86072446,13Sep2017,D,47
83813122,13Sep2017,D,5000
83527378,13Sep2017,C,28551
75344428,13Sep2017,D,25000
66265864,13Sep2017,D,1000
55706170,13Sep2017,C,14000
54075130,13Sep2017,D,757
48459172,13Sep2017,D,500
43761064,13Sep2017,C,2000
39901210,13Sep2017,D,30
25545298,13Sep2017,D,204
25032238,13Sep2017,C,462
24347182,13Sep2017,D,14914
22492144,13Sep2017,C,162434
152691766,14Sep2017,C,5000
147342850,14Sep2017,D,99000
142606696,14Sep2017,D,200
124072978,14Sep2017,C,7625
118739158,14Sep2017,D,3600
114373168,14Sep2017,C,30000
112394158,14Sep2017,C,312
112317034,14Sep2017,D,6938
111963196,14Sep2017,D,60378
104218792,14Sep2017,C,29323
99273898,14Sep2017,D,2500
90375346,14Sep2017,C,81
77934400,14Sep2017,D,50650
64539484,14Sep2017,D,28104
57265822,14Sep2017,D,10778
56894164,14Sep2017,C,10000
27947698,14Sep2017,C,20000
27424882,14Sep2017,D,296
25278508,14Sep2017,D,1800
24741928,14Sep2017,D,1500
22651510,14Sep2017,D,12446
166313290,15Sep2017,D,500
156532366,15Sep2017,D,3000
140190850,15Sep2017,D,2000
138823678,15Sep2017,D,400
136343716,15Sep2017,C,3775
111791872,15Sep2017,D,4000
85536676,15Sep2017,D,75
65566264,15Sep2017,C,25653
63231946,15Sep2017,C,50000
61762822,15Sep2017,C,4543
60448606,15Sep2017,C,25219
55110784,15Sep2017,D,2500
50241616,15Sep2017,D,22250
28930786,15Sep2017,D,1000
28771342,15Sep2017,D,100
26153440,15Sep2017,D,8500
24468760,15Sep2017,D,14725
24309550,15Sep2017,D,12
24265510,15Sep2017,D,2000
136832788,16Sep2017,D,1000
131360086,16Sep2017,D,5090
83157178,16Sep2017,C,4600
81250006,16Sep2017,D,2819
75096238,16Sep2017,D,1
57496876,16Sep2017,C,1184555
54765628,16Sep2017,D,2000
47403016,16Sep2017,D,1500
42021448,16Sep2017,D,2500
28010950,16Sep2017,D,8439
27925168,16Sep2017,D,11000
27678280,16Sep2017,C,48519
23343130,16Sep2017,D,500
138380026,17Sep2017,D,200
112062748,17Sep2017,D,1000
104324638,17Sep2017,D,99
76710916,17Sep2017,D,3000
54859072,17Sep2017,D,2000
214186426,18Sep2017,D,23200
